"database","table","column","type","default_kind","default_expression"
"business","iot_device_audit_log","srcMac","String","",""
"business","iot_device_audit_log","srcPort","Int32","",""
"business","iot_device_audit_log","srcProvince","LowCardinality(String)","",""
"business","iot_device_audit_log","srcRegionId","Nullable(String)","",""
"business","iot_device_audit_log","srcSubType","Int32","",""
"business","iot_device_audit_log","srcType","Int32","",""
"business","iot_device_audit_log","srcVendorCrc","Int64","",""
"business","iot_device_audit_log","tenant","LowCardinality(String)","",""
"business","iot_device_audit_log","uploadTimestamp","Int64","",""
"business","iot_device_audit_log","uuId","String","",""
"business","iot_device_audit_log","v","Int32","",""
"business","iot_device_audit_log","vendor","LowCardinality(String)","",""
"business","iot_device_audit_log_local","accessCount","Int32","",""
"business","iot_device_audit_log_local","cloudTs","Nullable(Int64)","",""
"business","iot_device_audit_log_local","devUId","Nullable(Int32)","",""
"business","iot_device_audit_log_local","deviceId","LowCardinality(String)","",""
"business","iot_device_audit_log_local","deviceIp","LowCardinality(String)","",""
"business","iot_device_audit_log_local","dstAssetId","String","",""
"business","iot_device_audit_log_local","dstCity","LowCardinality(String)","",""
"business","iot_device_audit_log_local","dstCountry","LowCardinality(String)","",""
"business","iot_device_audit_log_local","dstIp","String","",""
"business","iot_device_audit_log_local","dstIpTag","Int32","",""
"business","iot_device_audit_log_local","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","iot_device_audit_log_local","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","iot_device_audit_log_local","dstMac","String","",""
"business","iot_device_audit_log_local","dstPort","Int32","",""
"business","iot_device_audit_log_local","dstProvince","LowCardinality(String)","",""
"business","iot_device_audit_log_local","dstRegionId","Nullable(String)","",""
"business","iot_device_audit_log_local","dstSubType","Int32","",""
"business","iot_device_audit_log_local","dstType","Int32","",""
"business","iot_device_audit_log_local","dstVendorCrc","Int64","",""
"business","iot_device_audit_log_local","insertTimestamp","Int64","",""
"business","iot_device_audit_log_local","l4proto","Int32","",""
"business","iot_device_audit_log_local","logSampled","Nullable(Int32)","",""
"business","iot_device_audit_log_local","logTraceInfo","Nullable(String)","",""
"business","iot_device_audit_log_local","manage","LowCardinality(String)","",""
"business","iot_device_audit_log_local","manageIp","LowCardinality(String)","",""
"business","iot_device_audit_log_local","originProductType","LowCardinality(String)","",""
"business","iot_device_audit_log_local","originProductVer","LowCardinality(String)","",""
"business","iot_device_audit_log_local","productType","LowCardinality(String)","",""
"business","iot_device_audit_log_local","productVer","LowCardinality(String)","",""
"business","iot_device_audit_log_local","recordTimestamp","Int64","",""
"business","iot_device_audit_log_local","sessionStartTime","Int64","",""
"business","iot_device_audit_log_local","srcAssetId","String","",""
"business","iot_device_audit_log_local","srcCity","LowCardinality(String)","",""
"business","iot_device_audit_log_local","srcCountry","LowCardinality(String)","",""
"business","iot_device_audit_log_local","srcIp","String","",""
"business","iot_device_audit_log_local","srcIpTag","Int32","",""
"business","iot_device_audit_log_local","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","iot_device_audit_log_local","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","iot_device_audit_log_local","srcMac","String","",""
"business","iot_device_audit_log_local","srcPort","Int32","",""
"business","iot_device_audit_log_local","srcProvince","LowCardinality(String)","",""
"business","iot_device_audit_log_local","srcRegionId","Nullable(String)","",""
"business","iot_device_audit_log_local","srcSubType","Int32","",""
"business","iot_device_audit_log_local","srcType","Int32","",""
"business","iot_device_audit_log_local","srcVendorCrc","Int64","",""
"business","iot_device_audit_log_local","tenant","LowCardinality(String)","",""
"business","iot_device_audit_log_local","uploadTimestamp","Int64","",""
"business","iot_device_audit_log_local","uuId","String","",""
"business","iot_device_audit_log_local","v","Int32","",""
"business","iot_device_audit_log_local","vendor","LowCardinality(String)","",""
"business","kerberos_log","_invert_text","String","DEFAULT","''"
"business","kerberos_log","authData","Bool","",""
"business","kerberos_log","clientName","String","",""
"business","kerberos_log","clientRealm","LowCardinality(String)","",""
"business","kerberos_log","cloudTs","Nullable(Int64)","",""
"business","kerberos_log","customer","LowCardinality(String)","",""
"business","kerberos_log","devUId","Nullable(Int32)","",""
"business","kerberos_log","deviceId","LowCardinality(String)","",""
"business","kerberos_log","deviceIp","LowCardinality(String)","",""
"business","kerberos_log","dstAssetId","Nullable(String)","",""
"business","kerberos_log","dstCity","LowCardinality(String)","",""
"business","kerberos_log","dstCountry","LowCardinality(String)","",""
"business","kerberos_log","dstIp","String","",""
"business","kerberos_log","dstIpTag","Int32","",""
"business","kerberos_log","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","kerberos_log","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","kerberos_log","dstMac","String","",""
"business","kerberos_log","dstPort","Int32","",""
"business","kerberos_log","dstProvince","LowCardinality(String)","",""
"business","kerberos_log","dstRegionId","Nullable(String)","",""
"business","kerberos_log","dstSubType","Int32","",""
"business","kerberos_log","dstType","Int32","",""
"business","kerberos_log","errorCode","Int32","",""
"business","kerberos_log","etype","String","",""
"business","kerberos_log","includePac","Int32","",""
"business","kerberos_log","insertTimestamp","Int64","",""
"business","kerberos_log","logSampled","Nullable(Int32)","",""
"business","kerberos_log","logTraceInfo","Nullable(String)","",""
"business","kerberos_log","manage","LowCardinality(String)","",""
"business","kerberos_log","manageIp","LowCardinality(String)","",""
"business","kerberos_log","netbiosName","LowCardinality(String)","",""
"business","kerberos_log","originProductType","LowCardinality(String)","",""
"business","kerberos_log","originProductVer","LowCardinality(String)","",""
"business","kerberos_log","productType","LowCardinality(String)","",""
"business","kerberos_log","productVer","LowCardinality(String)","",""
"business","kerberos_log","recordTime","String","",""
"business","kerberos_log","recordTimestamp","Int64","",""
"business","kerberos_log","requestLen","Int64","",""
"business","kerberos_log","requestType","LowCardinality(String)","",""
"business","kerberos_log","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, requestType, clientName, serviceName, clientRealm, serviceRealm, netbiosName, _invert_text]), ' '))))"
"business","kerberos_log","serviceName","LowCardinality(String)","",""
"business","kerberos_log","serviceRealm","LowCardinality(String)","",""
"business","kerberos_log","sessionId","String","",""
"business","kerberos_log","srcAssetId","Nullable(String)","",""
"business","kerberos_log","srcCity","LowCardinality(String)","",""
"business","kerberos_log","srcCountry","LowCardinality(String)","",""
"business","kerberos_log","srcIp","String","",""
"business","kerberos_log","srcIpTag","Int32","",""
"business","kerberos_log","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","kerberos_log","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","kerberos_log","srcMac","String","",""
"business","kerberos_log","srcPort","Int32","",""
"business","kerberos_log","srcProvince","LowCardinality(String)","",""
"business","kerberos_log","srcRegionId","Nullable(String)","",""
"business","kerberos_log","srcSubType","Int32","",""
"business","kerberos_log","srcType","Int32","",""
"business","kerberos_log","tenant","LowCardinality(String)","",""
"business","kerberos_log","tgtEtype","Int32","",""
"business","kerberos_log","tgtMd5","String","",""
"business","kerberos_log","ticketEtype","Int32","",""
"business","kerberos_log","ticketMd5","String","",""
"business","kerberos_log","uploadTime","String","",""
"business","kerberos_log","uploadTimestamp","Int64","",""
"business","kerberos_log","uuId","String","",""
"business","kerberos_log","v","Int32","",""
"business","kerberos_log","vendor","LowCardinality(String)","",""
"business","kerberos_log_local","_invert_text","String","DEFAULT","''"
"business","kerberos_log_local","authData","Bool","",""
"business","kerberos_log_local","clientName","String","",""
"business","kerberos_log_local","clientRealm","LowCardinality(String)","",""
"business","kerberos_log_local","cloudTs","Nullable(Int64)","",""
"business","kerberos_log_local","customer","LowCardinality(String)","",""
"business","kerberos_log_local","devUId","Nullable(Int32)","",""
"business","kerberos_log_local","deviceId","LowCardinality(String)","",""
"business","kerberos_log_local","deviceIp","LowCardinality(String)","",""
"business","kerberos_log_local","dstAssetId","Nullable(String)","",""
"business","kerberos_log_local","dstCity","LowCardinality(String)","",""
"business","kerberos_log_local","dstCountry","LowCardinality(String)","",""
"business","kerberos_log_local","dstIp","String","",""
"business","kerberos_log_local","dstIpTag","Int32","",""
"business","kerberos_log_local","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","kerberos_log_local","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","kerberos_log_local","dstMac","String","",""
"business","kerberos_log_local","dstPort","Int32","",""
"business","kerberos_log_local","dstProvince","LowCardinality(String)","",""
"business","kerberos_log_local","dstRegionId","Nullable(String)","",""
"business","kerberos_log_local","dstSubType","Int32","",""
"business","kerberos_log_local","dstType","Int32","",""
"business","kerberos_log_local","errorCode","Int32","",""
"business","kerberos_log_local","etype","String","",""
"business","kerberos_log_local","includePac","Int32","",""
"business","kerberos_log_local","insertTimestamp","Int64","",""
"business","kerberos_log_local","logSampled","Nullable(Int32)","",""
"business","kerberos_log_local","logTraceInfo","Nullable(String)","",""
"business","kerberos_log_local","manage","LowCardinality(String)","",""
"business","kerberos_log_local","manageIp","LowCardinality(String)","",""
"business","kerberos_log_local","netbiosName","LowCardinality(String)","",""
"business","kerberos_log_local","originProductType","LowCardinality(String)","",""
"business","kerberos_log_local","originProductVer","LowCardinality(String)","",""
"business","kerberos_log_local","productType","LowCardinality(String)","",""
"business","kerberos_log_local","productVer","LowCardinality(String)","",""
"business","kerberos_log_local","recordTime","String","",""
"business","kerberos_log_local","recordTimestamp","Int64","",""
"business","kerberos_log_local","requestLen","Int64","",""
"business","kerberos_log_local","requestType","LowCardinality(String)","",""
"business","kerberos_log_local","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, requestType, clientName, serviceName, clientRealm, serviceRealm, netbiosName, _invert_text]), ' '))))"
"business","kerberos_log_local","serviceName","LowCardinality(String)","",""
"business","kerberos_log_local","serviceRealm","LowCardinality(String)","",""
"business","kerberos_log_local","sessionId","String","",""
"business","kerberos_log_local","srcAssetId","Nullable(String)","",""
"business","kerberos_log_local","srcCity","LowCardinality(String)","",""
"business","kerberos_log_local","srcCountry","LowCardinality(String)","",""
"business","kerberos_log_local","srcIp","String","",""
"business","kerberos_log_local","srcIpTag","Int32","",""
"business","kerberos_log_local","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","kerberos_log_local","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","kerberos_log_local","srcMac","String","",""
"business","kerberos_log_local","srcPort","Int32","",""
"business","kerberos_log_local","srcProvince","LowCardinality(String)","",""
"business","kerberos_log_local","srcRegionId","Nullable(String)","",""
"business","kerberos_log_local","srcSubType","Int32","",""
"business","kerberos_log_local","srcType","Int32","",""
"business","kerberos_log_local","tenant","LowCardinality(String)","",""
"business","kerberos_log_local","tgtEtype","Int32","",""
